timestamp,model,device_type,mfg,id,api,data
3694.406187,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 1]"
3694.406224,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 18]"
3694.406239,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 19]"
3694.406268,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 36]"
3694.406331,Unknown Device,0,0,4,0,"[0, 0, 0, 0, 0, 0, 0, 54]"
3694.406345,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 55]"
3694.406374,Unknown Device,0,0,4,0,"[0, 0, 0, 0, 0, 0, 0, 72]"
3694.40643,Unknown Device,0,0,4,0,"[0, 0, 0, 0, 0, 0, 0, 90]"
3694.406444,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 91]"
3694.40646,Unknown Device,0,0,4,0,"[0, 12, 0, 0, 0, 0, 0, 99]"
3694.406474,Unknown Device,0,0,12,0,"[0, 12, 4, 0, 0, 0, 0, 100]"
3694.406503,Unknown Device,0,0,12,0,"[0, 12, 4, 0, 0, 0, 0, 117]"
3694.406561,Unknown Device,0,0,4,0,"[0, 48, 0, 0, 0, 0, 0, 255]"
3694.406575,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.406604,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.406647,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.406675,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.406718,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.406747,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.40679,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.406819,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
3694.40689,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
