timestamp,model,device_type,mfg,id,api,data
66.284352,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 1]"
66.284423,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 10]"
66.284495,Unknown Device,0,0,4,0,"[0, 0, 0, 0, 0, 0, 0, 27]"
66.284565,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 28]"
66.284651,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 37]"
66.284737,Unknown Device,0,0,4,0,"[0, 0, 0, 0, 0, 0, 0, 54]"
66.284807,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 55]"
66.284893,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 64]"
66.284979,Unknown Device,0,0,4,0,"[0, 0, 0, 0, 0, 0, 0, 81]"
66.285049,Unknown Device,0,0,12,0,"[0, 0, 4, 0, 0, 0, 0, 82]"
66.285135,Unknown Device,0,0,12,0,"[0, 12, 4, 0, 0, 0, 0, 99]"
66.285292,Unknown Device,0,0,12,0,"[0, 12, 4, 0, 0, 0, 0, 109]"
66.285383,Unknown Device,0,0,4,0,"[0, 12, 0, 0, 0, 0, 0, 126]"
66.285453,Unknown Device,0,0,12,0,"[0, 12, 4, 0, 0, 0, 0, 127]"
66.285469,Unknown Device,0,0,4,0,"[0, 48, 0, 0, 0, 0, 0, 255]"
66.285552,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285567,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285582,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285667,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285696,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285767,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285782,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285812,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285855,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285884,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.285899,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.28597,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.286478,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.286507,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.286522,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.286733,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.286748,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.286763,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.287355,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.28744,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.287455,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.28747,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.287486,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.287863,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.288031,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.288046,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.28825,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.288265,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.288355,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.288873,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.288902,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.288917,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.289197,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.289277,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.289394,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.289492,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.289507,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.289522,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.289775,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.289832,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.290811,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.290896,Unknown Device,0,0,12,0,"[0, 48, 4, 0, 0, 0, 0, 255]"
66.290911,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.290982,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.291019,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.291076,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.291133,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.291148,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.291177,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
66.291498,Unknown Device,0,0,12,0,"[0, 48, 2, 0, 0, 0, 0, 255]"
